datetime,5H.5H.LD5_CK2222_TbcLeafFlowSH,5H.5H.LD5_TM2226A_InMois,6022.6022.LAC5_2143_FlowReal,6022.6022.LAC5_SJ2147_OutMois_PV,6022.6022.LAC5_SJ2147_OutputTemValue
2020-05-28 06:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 06:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 07:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 08:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 09:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 10:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 11:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 12:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 13:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 14:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 15:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:28:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:30:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:32:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:34:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:36:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:38:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:40:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:42:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:44:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:46:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:48:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:50:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:52:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:54:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:56:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 16:58:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:00:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:02:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:04:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:06:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:08:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:10:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:12:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:14:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:16:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:18:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:20:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:22:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:24:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:26:00,0.0,0.0,0.0,0.0,0.0
2020-05-28 17:28:00,0.0,0.0,0.0,-0.6596127093982302,43.58338945221235
2020-05-28 17:30:00,0.0,0.0,0.0,-0.6162412812249999,43.58743928916667
2020-05-28 17:32:00,0.0,0.0,0.0,-0.6374513169666665,43.59143982000001
2020-05-28 17:34:00,0.0,0.0,0.0,-0.6010315095083332,43.56510413833333
2020-05-28 17:36:00,0.0,0.0,0.0,-0.3901242119499999,43.86300900916669
2020-05-28 17:38:00,0.0,0.0,0.0,-0.3699865078083334,43.775930247500014
2020-05-28 17:40:00,0.0,0.0,0.0,-0.3410722637833331,43.745933535833316
2020-05-28 17:42:00,0.0,0.0,670.7327530166666,-0.3612201961833335,43.73698292083335
2020-05-28 17:44:00,0.0,0.0,5200.223348333335,4.5547065881333335,43.833492949166654
2020-05-28 17:46:00,0.0,0.0,5200.371646666666,17.971754129166673,50.83273397916667
2020-05-28 17:48:00,0.0,0.0,5199.440010833331,19.104883083333327,52.6604694975
2020-05-28 17:50:00,0.0,0.0,5200.210819166668,18.575520329166668,52.571459802499994
2020-05-28 17:52:00,0.0,0.0,5200.192488333333,18.996710268333334,52.678602916666634
2020-05-28 17:54:00,0.0,0.0,5199.337516666666,19.257377895000012,53.18743066416666
2020-05-28 17:56:00,0.0,0.0,5199.867471666664,19.41839087750002,53.456866264166656
2020-05-28 17:58:00,0.0,0.0,5199.901672500003,19.398785576666675,53.51236511666668
2020-05-28 18:00:00,0.0,0.0,5199.899157499999,19.421121319999994,53.717479702499986
2020-05-28 18:02:00,0.0,0.0,5200.421667500002,19.484716656666674,54.01212863750001
2020-05-28 18:04:00,0.0,0.0,5199.6816733333335,19.689489954166664,54.246765392500016
2020-05-28 18:06:00,0.0,0.0,5200.029984166668,19.549722019166673,54.21191263249997
2020-05-28 18:08:00,0.0,0.0,5200.220816666669,19.562085969166677,54.20535935750003
2020-05-28 18:10:00,0.0,0.0,5199.665849166669,19.64205868583333,54.44819128750001
2020-05-28 18:12:00,0.0,0.0,5199.87418666667,19.718735215833338,54.670612685
2020-05-28 18:14:00,0.0,0.0,5199.9474808333325,19.695522960833333,54.687049899999984
2020-05-28 18:16:00,0.0,0.0,5200.2516725,19.685504275000007,54.722397550000004
2020-05-28 18:18:00,0.0,0.0,5199.7725308333365,19.751036069166673,54.760314145833334
2020-05-28 18:20:00,0.0,0.0,5199.760018333333,19.874573833333336,54.88065888333337
2020-05-28 18:22:00,0.0,0.0,5199.72580916667,19.835656357500003,55.06624479333336
2020-05-28 18:24:00,0.0,0.0,5199.989977499997,19.717199464166658,55.04309256750001
2020-05-28 18:26:00,0.0,0.0,5200.446675833334,19.781442641666676,55.13080240750001
2020-05-28 18:28:00,0.0,0.0,5199.3058391666655,19.77805585666666,55.22424955250001
2020-05-28 18:30:00,0.0,0.0,5199.751647499998,19.85320876250001,55.221893462500006
2020-05-28 18:32:00,0.0,0.0,5199.819990833333,19.891102811666666,55.11889940499999
2020-05-28 18:34:00,0.0,0.0,5200.22749833333,19.876131326666677,55.103938644166604
