"KZS5\加权平均湿度 Time;""KZS5\加权平均湿度 ValueY"""
2019/12/31 13:40:58;70.7986068725586
2019/12/31 13:42:58;70.8911972045898
2019/12/31 13:44:58;71.0185241699219
2019/12/31 13:46:58;71.1747665405273
2019/12/31 13:48:58;71.2152709960938
2019/12/31 13:50:58;71.3252334594727
2019/12/31 13:52:58;71.4467620849609
2019/12/31 13:54:58;71.4525527954102
2019/12/31 13:56:58;71.6087875366211
2019/12/31 13:58:58;71.4409713745117
2019/12/31 14:00:58;71.3541717529297
2019/12/31 14:02:58;71.2326354980469
2019/12/31 14:04:58;71.0416717529297
2019/12/31 14:06:58;70.9780120849609
2019/12/31 14:08:58;70.6770782470703
2019/12/31 14:10:58;70.7060165405273
2019/12/31 14:12:58;70.4629669189453
2019/12/31 14:14:58;70.3761520385742
2019/12/31 14:16:58;70.2141265869141
2019/12/31 14:18:58;70.15625
2019/12/31 14:20:58;70.0115737915039
2019/12/31 14:22:58;70.0520858764648
2019/12/31 14:24:58;69.8379669189453
2019/12/31 14:26:58;69.5775375366211
2019/12/31 14:28:58;69.4155044555664
2019/12/31 14:30:58;69.4675903320313
2019/12/31 14:32:58;69.1088027954102
2019/12/31 14:34:58;69.0567169189453
2019/12/31 14:36:58;69.1261596679688
2019/12/31 14:38:58;68.9178237915039
2019/12/31 14:40:58;68.8310165405273
2019/12/31 14:42:58;68.6111068725586
2019/12/31 14:44:58;68.5011596679688
2019/12/31 14:46:58;68.4317092895508
2019/12/31 14:48:58;68.3101806640625
2019/12/31 14:50:58;68.1597290039063
2019/12/31 14:52:58;68.0150451660156
2019/12/31 14:54:58;68.0671234130859
2019/12/31 14:56:58;67.7199096679688
2019/12/31 14:58:58;67.6620330810547
2019/12/31 15:00:58;67.8067169189453
2019/12/31 15:02:58;67.4768524169922
2019/12/31 15:04:58;67.7372589111328
2019/12/31 15:06:58;67.9340209960938
2019/12/31 15:08:58;68.1944427490234
2019/12/31 15:10:58;68.2118072509766
2019/12/31 15:12:58;68.5416717529297
2019/12/31 15:14:58;68.5995330810547
2019/12/31 15:16:58;68.6342620849609
2019/12/31 15:18:58;68.8946762084961
2019/12/31 15:20:58;69.0740737915039
2019/12/31 15:22:58;69.1956024169922
2019/12/31 15:24:58;69.276611328125
2019/12/31 15:26:58;69.4502334594727
2019/12/31 15:28:58;69.6643524169922
2019/12/31 15:30:58;69.7569427490234
2019/12/31 15:32:58;69.9247665405273
2019/12/31 15:34:58;69.9652862548828
2019/12/31 15:36:58;70.0462951660156
2019/12/31 15:38:58;70.0115737915039
2019/12/31 15:40:58;70.0868072509766
2019/12/31 15:42:58;70.0868072509766
2019/12/31 15:44:58;70.028938293457
2019/12/31 15:46:58;69.8553314208984
2019/12/31 15:48:58;69.7800903320313
2019/12/31 15:50:58;69.7164306640625
2019/12/31 15:52:58;69.4907379150391
2019/12/31 15:54:58;69.4328765869141
2019/12/31 15:56:58;69.4212875366211
2019/12/31 15:58:58;69.2476806640625
2019/12/31 16:00:58;69.2534713745117
2019/12/31 16:02:58;69.2534713745117
2019/12/31 16:04:58;69.2476806640625
2019/12/31 16:06:58;69.189811706543
2019/12/31 16:08:58;69.3113403320313
2019/12/31 16:10:58;69.3055572509766
2019/12/31 16:12:58;69.3113403320313
2019/12/31 16:14:58;69.4270782470703
2019/12/31 16:16:58;69.5659713745117
2019/12/31 16:18:58;69.7395858764648
2019/12/31 16:20:58;69.814811706543
2019/12/31 16:22:58;70.028938293457
2019/12/31 16:24:58;70.1736068725586
2019/12/31 16:26:58;70.439811706543
2019/12/31 16:28:58;70.6423645019531
2019/12/31 16:30:58;71.0474548339844
2019/12/31 16:32:58;71.1342544555664
2019/12/31 16:34:58;71.278938293457
2019/12/31 16:36:58;71.5509262084961
2019/12/31 16:38:58;71.7939758300781
2019/12/31 16:40:58;71.9386596679688
2019/12/31 16:42:58;72.1180572509766
2019/12/31 16:44:58;72.2858734130859
2019/12/31 16:46:58;72.372688293457
2019/12/31 16:48:58;72.5462951660156
2019/12/31 16:50:58;72.6388931274414
2019/12/31 16:52:58;72.7025451660156
2019/12/31 16:54:58;72.7141265869141
2019/12/31 16:56:58;72.6157455444336
2019/12/31 16:58:58;72.5694427490234
2019/12/31 17:00:58;72.5231475830078
2019/12/31 17:02:58;72.3842620849609
2019/12/31 17:04:58;72.1932830810547
2019/12/31 17:06:58;71.9907379150391
2019/12/31 17:08:58;71.9618072509766
2019/12/31 17:10:58;71.7824020385742
2019/12/31 17:12:58;71.6261596679688
2019/12/31 17:14:58;71.4814834594727
2019/12/31 17:16:58;71.3136596679688
2019/12/31 17:18:58;71.25
2019/12/31 17:20:58;71.2557830810547
2019/12/31 17:22:58;71.3136520385742
2019/12/31 17:24:58;71.4004669189453
2019/12/31 17:26:58;71.5567169189453
2019/12/31 17:28:58;71.747688293457
2019/12/31 17:30:58;71.8634262084961
2019/12/31 17:32:58;71.9849472045898
2019/12/31 17:34:58;72.2395858764648
2019/12/31 17:36:58;72.4536972045898
2019/12/31 17:38:58;72.6793975830078
2019/12/31 17:40:58;72.939811706543
2019/12/31 17:42:58;73.0671234130859
2019/12/31 17:44:58;73.1828689575195
2019/12/31 17:46:58;73.3275527954102
2019/12/31 17:48:58;73.3564834594727
2019/12/31 17:50:58;73.4606475830078
2019/12/31 17:52:58;73.4606475830078
2019/12/31 17:54:58;73.3680572509766
2019/12/31 17:56:58;73.3564834594727
2019/12/31 17:58:58;73.3043975830078
2019/12/31 18:00:58;73.2291717529297
2019/12/31 18:02:58;73.1539306640625
2019/12/31 18:04:58;73.1481475830078
2019/12/31 18:06:58;73.0844955444336
2019/12/31 18:08:58;72.9976959228516
2019/12/31 18:10:58;72.8703765869141
2019/12/31 18:12:58;72.4942092895508
2019/12/31 18:14:58;72.2395782470703
2019/12/31 18:16:58;72.1006927490234
2019/12/31 18:18:58;72.0717620849609
2019/12/31 18:20:58;72.0138854980469
2019/12/31 18:22:58;71.9675903320313
2019/12/31 18:24:58;71.9155120849609
2019/12/31 18:26:58;71.8518524169922
2019/12/31 18:28:58;71.8229141235352
2019/12/31 18:30:58;71.8229217529297
2019/12/31 18:32:58;71.7418975830078
2019/12/31 18:34:58;71.9328765869141
2019/12/31 18:36:58;71.8518524169922
2019/12/31 18:38:58;71.8055572509766
2019/12/31 18:40:58;71.4699096679688
2019/12/31 18:42:58;71.3831024169922
2019/12/31 18:44:58;71.1342620849609
2019/12/31 18:46:58;70.966438293457
2019/12/31 18:48:58;70.8854141235352
2019/12/31 18:50:58;70.7870330810547
2019/12/31 18:52:58;70.625
2019/12/31 18:54:58;70.5439834594727
2019/12/31 18:56:58;70.3530044555664
2019/12/31 18:58:58;70.2777862548828
2019/12/31 19:00:58;70.2083358764648
2019/12/31 19:02:58;70.0694427490234
2019/12/31 19:04:58;70.0462875366211
2019/12/31 19:06:58;69.9942169189453
2019/12/31 19:08:58;69.84375
2019/12/31 19:10:58;69.901611328125
2019/12/31 19:12:58;69.8958282470703
2019/12/31 19:14:58;70.0694427490234
2019/12/31 19:16:58;70.1967544555664
2019/12/31 19:18:58;70.2604217529297
2019/12/31 19:20:58;70.4340286254883
2019/12/31 19:22:58;70.5150527954102
2019/12/31 19:24:58;70.6944427490234
2019/12/31 19:26:58;70.8217620849609
2019/12/31 19:28:58;70.8391189575195
2019/12/31 19:30:58;70.9027709960938
2019/12/31 19:32:58;70.966438293457
2019/12/31 19:34:58;71.0069427490234
2019/12/31 19:36:58;70.9085693359375
2019/12/31 19:38:58;70.7523193359375
2019/12/31 19:40:58;70.7175903320313
2019/12/31 19:42:58;70.5497665405273
2019/12/31 19:44:58;70.2025451660156
2019/12/31 19:46:58;69.8321762084961
2019/12/31 19:48:58;69.4386596679688
2019/12/31 19:50:58;68.90625
2019/12/31 19:52:58;68.7268524169922
2019/12/31 19:54:58;68.5243072509766
2019/12/31 19:56:58;67.7719879150391
2019/12/31 19:58:58;67.5463027954102
2019/12/31 20:00:58;67.4768524169922
2019/12/31 20:02:58;67.060188293457
2019/12/31 20:04:58;66.9618072509766
2019/12/31 20:06:58;66.9502334594727
2019/12/31 20:08:58;67.0833358764648
2019/12/31 20:10:58;67.2453765869141
2019/12/31 20:12:58;67.1701354980469
2019/12/31 20:14:58;67.0949020385742
2019/12/31 20:16:58;67.1412048339844
2019/12/31 20:18:58;67.2106475830078
2019/12/31 20:20:58;67.2280120849609
2019/12/31 20:22:58;67.2048568725586
2019/12/31 20:24:58;67.34375
2019/12/31 20:26:58;67.6157379150391
2019/12/31 20:28:58;67.7488403320313
2019/12/31 20:30:58;67.7777786254883
2019/12/31 20:32:58;67.997688293457
2019/12/31 20:34:58;68.28125
2019/12/31 20:36:58;68.4953689575195
2019/12/31 20:38:58;68.4838027954102
2019/12/31 20:40:58;68.4201431274414
2019/12/31 20:42:58;68.5127334594727
2019/12/31 20:44:58;68.3449096679688
2019/12/31 20:46:58;68.4317169189453
2019/12/31 20:48:58;68.1597213745117
2019/12/31 20:50:58;68.0208358764648
2019/12/31 20:52:58;68.0266265869141
2019/12/31 20:54:58;67.8067169189453
2019/12/31 20:56:58;67.5983734130859
2019/12/31 20:58:58;67.3148193359375
2019/12/31 21:00:58;67.2164306640625
2019/12/31 21:02:58;67.0023193359375
2019/12/31 21:04:58;66.7476806640625
2019/12/31 21:06:58;66.4988403320313
2019/12/31 21:08:58;65.9085693359375
2019/12/31 21:10:58;65.9490737915039
2019/12/31 21:12:58;65.4456024169922
2019/12/31 21:14:58;65.15625
2019/12/31 21:16:58;64.7395858764648
2019/12/31 21:18:58;64.4733734130859
2019/12/31 21:20:58;63.9467544555664
2019/12/31 21:22:58;63.587963104248
2019/12/31 21:24:58;63.2696762084961
2019/12/31 21:26:58;63.0613403320313
2019/12/31 21:28:58;62.9108772277832
2019/12/31 21:30:58;62.6678237915039
2019/12/31 21:32:58;62.7604179382324
2019/12/31 21:34:58;62.8645858764648
2019/12/31 21:36:58;63.1886596679688
2019/12/31 21:38:58;63.2349548339844
2019/12/31 21:40:58;63.4201431274414
2019/12/31 21:42:58;63.5127334594727
2019/12/31 21:44:58;63.59375
2019/12/31 21:46:58;63.8252334594727
2019/12/31 21:48:58;64.1087951660156
2019/12/31 21:50:58;64.2245330810547
2019/12/31 21:52:58;64.2592620849609
2019/12/31 21:54:58;64.5659713745117
2019/12/31 21:56:58;64.3865737915039
2019/12/31 21:58:58;64.5543975830078
2019/12/31 22:00:58;64.5428237915039
2019/12/31 22:02:58;64.5138931274414
2019/12/31 22:04:58;64.6643524169922
2019/12/31 22:06:58;64.4849548339844
